"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2020","341.47","341.47","341.47","341.47","","0.41%"
"01/13/2020","340.07","340.07","340.07","340.07","","-0.09%"
"01/10/2020","340.38","340.38","340.38","340.38","","0.27%"
"01/09/2020","339.47","339.47","339.47","339.47","","0.14%"
"01/08/2020","338.98","338.98","338.98","338.98","","-0.10%"
"01/07/2020","339.31","339.31","339.31","339.31","","1.01%"
"01/06/2020","335.91","335.91","335.91","335.91","","-0.59%"
"01/03/2020","337.89","337.89","337.89","337.89","","-0.47%"
"01/02/2020","339.49","339.49","339.49","339.49","","0.84%"
"12/31/2019","336.67","336.67","336.67","336.67","","0.16%"
"12/30/2019","336.14","336.14","336.14","336.14","","-0.17%"
"12/27/2019","336.72","336.72","336.72","336.72","","0.14%"
"12/26/2019","336.24","335.87","336.24","335.87","","0.11%"
"12/25/2019","335.87","335.87","335.87","335.87","","0.00%"
"12/24/2019","335.87","335.87","335.87","335.87","","0.22%"
"12/23/2019","335.14","335.14","335.14","335.14","","0.06%"
"12/20/2019","334.95","334.95","334.95","334.95","","0.09%"
"12/19/2019","334.65","334.65","334.65","334.65","","0.04%"
"12/18/2019","334.52","334.52","334.52","334.52","","0.25%"
"12/17/2019","333.68","333.68","333.68","333.68","","-0.13%"
"12/16/2019","334.12","334.12","334.12","334.12","","-0.28%"
"12/13/2019","335.07","335.07","335.07","335.07","","0.49%"
"12/12/2019","333.42","333.42","333.42","333.42","","0.74%"
"12/11/2019","330.97","330.97","330.97","330.97","","0.40%"
"12/10/2019","329.65","329.65","329.65","329.65","","-0.51%"
"12/09/2019","331.33","331.33","331.33","331.33","","-0.47%"
"12/06/2019","332.88","332.88","332.88","332.88","","1.14%"
"12/05/2019","329.13","329.13","329.13","329.13","","0.00%"
"12/04/2019","329.13","329.13","329.13","329.13","","-0.53%"
"12/03/2019","330.89","330.89","330.89","330.89","","-0.59%"
"12/02/2019","332.85","332.85","332.85","332.85","","0.17%"
"11/29/2019","332.28","332.28","332.28","332.28","","-0.36%"
"11/28/2019","333.49","334.75","334.75","333.49","","-0.38%"
"11/27/2019","334.75","334.75","334.75","334.75","","0.27%"
"11/26/2019","333.86","333.86","333.86","333.86","","-0.17%"
"11/25/2019","334.44","334.44","334.44","334.44","","-0.31%"
"11/22/2019","335.49","335.49","335.49","335.49","","0.98%"
"11/21/2019","332.25","332.25","332.25","332.25","","-1.19%"
"11/20/2019","336.24","336.24","336.24","336.24","","-0.26%"
"11/19/2019","337.12","337.12","337.12","337.12","","-0.49%"
"11/18/2019","338.77","338.77","338.77","338.77","","0.44%"
"11/15/2019","337.30","337.30","337.30","337.30","","0.11%"
"11/14/2019","336.94","336.94","336.94","336.94","","-0.13%"
"11/13/2019","337.38","337.38","337.38","337.38","","-0.49%"
"11/12/2019","339.03","339.03","339.03","339.03","","0.57%"
"11/11/2019","337.12","337.12","337.12","337.12","","-0.77%"
"11/08/2019","339.75","339.75","339.75","339.75","","-0.56%"
"11/07/2019","341.68","341.68","341.68","341.68","","0.58%"
"11/06/2019","339.71","339.71","339.71","339.71","","0.21%"
"11/05/2019","338.99","338.99","338.99","338.99","","0.23%"
"11/04/2019","338.21","338.21","338.21","338.21","","0.45%"
"11/01/2019","336.68","336.68","336.68","336.68","","0.11%"
"10/31/2019","336.30","336.30","336.30","336.30","","0.67%"
"10/30/2019","334.05","334.05","334.05","334.05","","0.44%"
"10/29/2019","332.58","332.58","332.58","332.58","","0.06%"
"10/28/2019","332.38","332.38","332.38","332.38","","0.00%"
"10/25/2019","332.38","332.38","332.38","332.38","","0.50%"
"10/24/2019","330.74","330.74","330.74","330.74","","0.82%"
"10/23/2019","328.04","328.04","328.04","328.04","","-0.38%"
"10/22/2019","329.29","329.29","329.29","329.29","","0.72%"
"10/21/2019","326.93","326.93","326.93","326.93","","0.54%"
"10/18/2019","325.16","325.16","325.16","325.16","","-0.60%"
"10/17/2019","327.13","327.13","327.13","327.13","","-0.10%"
"10/16/2019","327.47","327.47","327.47","327.47","","0.53%"
"10/15/2019","325.73","325.73","325.73","325.73","","-0.32%"
"10/14/2019","326.78","326.78","326.78","326.78","","0.22%"
"10/11/2019","326.07","326.07","326.07","326.07","","0.89%"
"10/10/2019","323.19","323.19","323.19","323.19","","0.17%"
"10/09/2019","322.64","322.64","322.64","322.64","","-0.49%"
"10/08/2019","324.22","324.22","324.22","324.22","","0.40%"
"10/07/2019","322.93","322.93","322.93","322.93","","0.73%"
"10/04/2019","320.60","320.60","320.60","320.60","","-0.39%"
"10/03/2019","321.87","321.87","321.87","321.87","","-0.33%"
"10/02/2019","322.94","322.94","322.94","322.94","","-1.44%"
"10/01/2019","327.67","327.67","327.67","327.67","","0.84%"
"09/30/2019","324.95","324.95","324.95","324.95","","-0.06%"
"09/27/2019","325.15","325.15","325.15","325.15","","-0.20%"
"09/26/2019","325.81","325.81","325.81","325.81","","0.26%"
"09/25/2019","324.98","324.98","324.98","324.98","","-0.84%"
"09/24/2019","327.74","327.74","327.74","327.74","","0.65%"
"09/23/2019","325.63","325.63","325.63","325.63","","-0.82%"
"09/20/2019","328.32","328.32","328.32","328.32","","0.27%"
"09/19/2019","327.42","327.42","327.42","327.42","","-0.18%"
"09/18/2019","328.02","328.02","328.02","328.02","","-0.43%"
"09/17/2019","329.44","329.44","329.44","329.44","","-0.56%"
"09/16/2019","331.30","331.30","331.30","331.30","","-0.26%"
"09/13/2019","332.17","332.17","332.17","332.17","","0.50%"
"09/12/2019","330.51","330.51","330.51","330.51","","0.02%"
"09/11/2019","330.45","330.45","330.45","330.45","","1.08%"
"09/10/2019","326.92","326.92","326.92","326.92","","0.08%"
"09/09/2019","326.65","326.65","326.65","326.65","","0.07%"
"09/06/2019","326.42","326.42","326.42","326.42","","0.35%"
"09/05/2019","325.29","325.29","325.29","325.29","","0.44%"
"09/04/2019","323.85","323.85","323.85","323.85","","0.91%"
"09/03/2019","320.94","320.94","320.94","320.94","","0.10%"
"09/02/2019","320.61","320.61","320.61","320.61","","-0.40%"
"08/30/2019","321.89","321.89","321.89","321.89","","0.74%"
"08/29/2019","319.52","319.52","319.52","319.52","","0.92%"
"08/28/2019","316.61","316.61","316.61","316.61","","-0.31%"
"08/27/2019","317.60","317.60","317.60","317.60","","0.04%"
"08/26/2019","317.48","317.48","317.48","317.48","","-1.26%"
"08/23/2019","321.52","321.52","321.52","321.52","","-0.55%"
"08/22/2019","323.30","323.30","323.30","323.30","","0.20%"
"08/21/2019","322.64","322.64","322.64","322.64","","-0.47%"
"08/20/2019","324.16","324.16","324.16","324.16","","0.16%"
"08/19/2019","323.64","323.64","323.64","323.64","","0.48%"
"08/16/2019","322.08","322.08","322.08","322.08","","-0.37%"
"08/15/2019","323.28","323.28","323.28","323.28","","-1.00%"
"08/14/2019","326.56","326.56","326.56","326.56","","-0.06%"
"08/13/2019","326.75","326.75","326.75","326.75","","-0.51%"
"08/12/2019","328.41","328.41","328.41","328.41","","0.00%"
"08/09/2019","328.41","328.41","328.41","328.41","","0.00%"
"08/08/2019","328.41","328.41","328.41","328.41","","0.09%"
"08/07/2019","328.11","328.11","328.11","328.11","","0.43%"
"08/06/2019","326.71","326.71","326.71","326.71","","-0.61%"
"08/05/2019","328.72","328.72","328.72","328.72","","-1.68%"
"08/02/2019","334.33","334.33","334.33","334.33","","-0.84%"
"08/01/2019","337.17","337.17","337.17","337.17","","-0.54%"
"07/31/2019","338.99","338.99","338.99","338.99","","-1.15%"
"07/30/2019","342.94","342.94","342.94","342.94","","0.19%"
"07/29/2019","342.29","342.29","342.29","342.29","","-0.43%"
"07/26/2019","343.78","343.78","343.78","343.78","","-0.59%"
"07/25/2019","345.81","345.81","345.81","345.81","","0.49%"
"07/24/2019","344.13","344.13","344.13","344.13","","-0.17%"
"07/23/2019","344.71","344.71","344.71","344.71","","0.38%"
"07/22/2019","343.42","343.42","343.42","343.42","","-0.46%"
"07/19/2019","345.02","345.02","345.02","345.02","","0.54%"
"07/18/2019","343.18","343.18","343.18","343.18","","-0.24%"
"07/17/2019","344.00","344.00","344.00","344.00","","0.37%"
"07/16/2019","342.73","342.73","342.73","342.73","","0.27%"
"07/15/2019","341.82","341.82","341.82","341.82","","-0.19%"
"07/12/2019","342.48","342.48","342.48","342.48","","0.18%"
"07/11/2019","341.87","341.87","341.87","341.87","","0.44%"
"07/10/2019","340.38","340.38","340.38","340.38","","0.34%"
"07/09/2019","339.21","339.21","339.21","339.21","","-0.27%"
"07/08/2019","340.12","340.12","340.12","340.12","","-0.96%"
"07/05/2019","343.40","343.40","343.40","343.40","","-0.21%"
"07/04/2019","344.12","344.12","344.12","344.12","","0.07%"
"07/03/2019","343.89","343.89","343.89","343.89","","-0.07%"
"07/02/2019","344.13","344.13","344.13","344.13","","-0.26%"
"07/01/2019","345.02","345.02","345.02","345.02","","1.49%"
"06/28/2019","339.96","339.96","339.96","339.96","","0.15%"
"06/27/2019","339.44","339.44","339.44","339.44","","0.88%"
"06/26/2019","336.48","336.48","336.48","336.48","","0.02%"
"06/25/2019","336.40","336.40","336.40","336.40","","-0.27%"
"06/24/2019","337.31","337.31","337.31","337.31","","-0.41%"
"06/21/2019","338.69","338.69","338.69","338.69","","0.40%"
"06/20/2019","337.35","337.35","337.35","337.35","","0.88%"
"06/19/2019","334.40","334.40","334.40","334.40","","1.59%"
"06/18/2019","329.16","329.16","329.16","329.16","","0.96%"
"06/17/2019","326.04","326.04","326.04","326.04","","-0.22%"
"06/14/2019","326.76","326.76","326.76","326.76","","0.17%"
"06/13/2019","326.22","326.22","326.22","326.22","","0.47%"
"06/12/2019","324.68","324.68","324.68","324.68","","0.19%"
"06/11/2019","324.05","324.05","324.05","324.05","","0.82%"
"06/10/2019","321.42","321.42","321.42","321.42","","0.64%"
"06/07/2019","319.39","319.39","319.39","319.39","","0.73%"
"06/06/2019","317.09","317.09","317.09","317.09","","0.35%"
"06/05/2019","315.98","315.98","315.98","315.98","","0.00%"
"06/04/2019","315.99","315.99","315.99","315.99","","0.61%"
"06/03/2019","314.07","314.07","314.07","314.07","","0.00%"
"05/31/2019","314.08","314.08","314.08","314.08","","-0.82%"
"05/30/2019","316.68","316.68","316.68","316.68","","-0.66%"
"05/29/2019","318.80","318.80","318.80","318.80","","-0.26%"
"05/28/2019","319.64","319.64","319.64","319.64","","-0.41%"
"05/27/2019","320.95","320.95","320.95","320.95","","0.00%"
"05/24/2019","320.96","320.96","320.96","320.96","","0.43%"
"05/23/2019","319.59","319.59","319.59","319.59","","-0.61%"
"05/22/2019","321.55","321.55","321.55","321.55","","-0.46%"
"05/21/2019","323.02","323.02","323.02","323.02","","-0.61%"
"05/20/2019","325.01","325.01","325.01","325.01","","0.00%"
"05/17/2019","325.01","325.01","325.01","325.01","","-0.91%"
"05/16/2019","327.99","327.99","327.99","327.99","","0.49%"
"05/15/2019","326.39","326.39","326.39","326.39","","-0.12%"
"05/14/2019","326.78","326.78","326.78","326.78","","-0.04%"
"05/13/2019","326.90","326.90","326.90","326.90","","-1.21%"
"05/10/2019","330.89","330.89","330.89","330.89","","0.18%"
"05/09/2019","330.30","330.30","330.30","330.30","","-0.58%"
"05/08/2019","332.24","332.24","332.24","332.24","","-0.88%"
"05/07/2019","335.18","335.18","335.18","335.18","","0.81%"
"05/06/2019","332.48","332.48","332.48","332.48","","-3.19%"
"05/03/2019","343.43","343.43","343.43","343.43","","-0.13%"
"05/02/2019","343.86","343.86","343.86","343.86","","-0.24%"
"05/01/2019","344.69","344.69","344.69","344.69","","0.00%"
"04/30/2019","344.69","344.69","344.69","344.69","","-0.42%"
"04/29/2019","346.16","346.16","346.16","346.16","","1.53%"
"04/26/2019","340.94","340.94","340.94","340.94","","0.29%"
"04/25/2019","339.96","339.96","339.96","339.96","","-0.34%"
"04/24/2019","341.11","341.11","341.11","341.11","","0.28%"
"04/23/2019","340.15","340.15","340.15","340.15","","-0.18%"
"04/22/2019","340.75","340.75","340.75","340.75","","0.34%"
"04/19/2019","339.59","339.59","339.59","339.59","","0.00%"
"04/18/2019","339.59","339.59","339.59","339.59","","-0.14%"
"04/17/2019","340.05","340.05","340.05","340.05","","0.51%"
"04/16/2019","338.31","338.31","338.31","338.31","","0.01%"
"04/15/2019","338.28","338.28","338.28","338.28","","-0.07%"
"04/12/2019","338.51","338.51","338.51","338.51","","0.03%"
"04/11/2019","338.42","338.42","338.42","338.42","","0.05%"
"04/10/2019","338.26","338.26","338.26","338.26","","0.07%"
"04/09/2019","338.03","338.03","338.03","338.03","","0.40%"
"04/08/2019","336.70","336.70","336.70","336.70","","-0.03%"
"04/05/2019","336.80","336.80","336.80","336.80","","0.12%"
"04/04/2019","336.39","336.39","336.39","336.39","","0.42%"
"04/03/2019","334.99","334.99","334.99","334.99","","0.93%"
"04/02/2019","331.89","331.89","331.89","331.89","","0.99%"
"04/01/2019","328.64","328.64","328.64","328.64","","1.17%"
