DateTime,MSFT.O,IBM.N,GOOGL.O,SPX.GI,VIX.GI,DJI.GI,USDJPY.FX,GBPUSD.FX
2010/01/04,23.610089,76.698443,15.683935,1132.99,20.04,10583.96,92.52,1.6089
2010/01/05,23.617718,75.771924,15.614868,1136.52,19.35,10572.02,91.68,1.5991
2010/01/06,23.472777,75.27971,15.221237,1137.14,19.16,10573.68,92.32,1.6015
2010/01/07,23.230192,75.019127,14.866894,1141.69,19.06,10606.86,93.31,1.5933
2010/01/08,23.388864,75.771924,15.065086,1144.98,18.13,10618.19,92.66,1.6019
2010/01/11,23.091354,74.978591,15.042314,1146.98,17.55,10663.99,92.08,1.6112
2010/01/12,22.938785,75.575038,14.776306,1136.22,18.25,10627.26,90.98,1.6165
2010/01/13,23.152382,75.412897,14.691474,1145.68,17.85,10680.77,91.37,1.6279
2010/01/14,23.617718,76.617373,14.760541,1148.46,17.63,10710.55,91.19,1.6333
2010/01/15,23.541433,76.310463,14.514052,1136.03,17.91,10609.65,90.81,1.6261
2010/01/18,23.541433,76.310463,14.514052,1136.03,17.91,10609.65,90.75,1.6338
2010/01/19,23.724516,77.67708,14.704737,1150.23,17.58,10725.43,91.11,1.636
2010/01/20,23.33165,75.424479,14.524312,1138.04,18.68,10603.15,91.25,1.6289
2010/01/21,22.893014,74.700636,14.588624,1116.48,22.27,10389.88,90.45,1.6191
2010/01/22,22.092025,72.673874,13.763575,1091.76,27.31,10172.98,89.87,1.6107
2010/01/25,22.36665,73.0329,13.513083,1096.78,25.41,10196.86,90.27,1.6241
2010/01/26,22.503962,72.818643,13.573642,1092.17,24.55,10194.29,89.64,1.6141
2010/01/27,22.633646,73.154506,13.565634,1097.5,23.14,10236.16,89.99,1.6168
2010/01/28,22.244595,71.660493,13.370195,1084.53,23.73,10120.46,89.91,1.6135
2010/01/29,21.497005,70.872952,13.261439,1073.87,24.62,10067.33,90.27,1.5978
2010/02/01,21.67246,72.193242,13.338414,1089.19,22.59,10185.53,90.6,1.5956
2010/02/02,21.710602,72.691246,13.290868,1103.32,21.48,10296.85,90.37,1.5972
2010/02/03,21.840286,72.766526,13.533603,1097.28,21.6,10270.55,90.97,1.5886
2010/02/04,21.237638,71.226187,13.182213,1063.11,26.08,10002.18,89.05,1.5757
2010/02/05,21.37495,71.527306,13.295122,1066.19,26.11,10012.23,89.19,1.5639
2010/02/08,21.146096,70.893294,13.349675,1056.74,26.51,9908.39,89.23,1.5581
2010/02/09,21.367322,71.666908,13.423997,1070.52,26,10058.64,89.69,1.5716
2010/02/10,21.352065,71.434242,13.374073,1068.13,25.4,10038.38,89.92,1.5593
2010/02/11,21.451235,71.969374,13.422996,1078.47,23.96,10144.19,89.76,1.5703
2010/02/12,21.306294,72.126423,13.340916,1075.51,22.73,10099.14,89.94,1.5695
2010/02/22,22.019057,73.784167,13.583151,1108.01,19.94,10383.38,91.14,1.5481
2010/02/23,21.712492,73.557318,13.389714,1094.6,21.37,10282.41,90.21,1.5422
2010/02/24,21.942416,74.214599,13.299626,1105.24,20.27,10374.16,90.15,1.5406
2010/02/25,21.919423,73.912134,13.173504,1102.94,20.1,10321.03,89.11,1.5264
2010/02/26,21.973072,73.964484,13.182763,1104.49,19.5,10325.26,88.91,1.5233
2010/03/01,22.241317,74.784631,13.330156,1115.71,19.26,10403.79,89.11,1.4989
2010/03/02,21.812125,74.115716,13.539609,1118.31,19.06,10405.98,88.84,1.4969
2010/03/03,21.812125,73.801617,13.646212,1118.79,18.83,10396.76,88.47,1.5097
2010/03/04,21.942416,73.708551,13.878186,1122.97,18.72,10444.14,89.06,1.503
2010/03/05,21.909843,74.016833,14.11892,1138.7,17.42,10566.2,90.29,1.5131
2010/03/08,21.942416,73.528235,14.075628,1138.5,17.79,10552.52,90.28,1.5064
2010/03/09,22.072706,73.028003,14.018322,1140.45,17.92,10564.38,89.96,1.4994
2010/03/10,22.202996,73.06872,14.425216,1145.61,18.57,10567.33,90.5,1.4976
2010/03/11,22.363943,74.220416,14.54258,1150.24,18.06,10611.84,90.48,1.506
2010/03/12,22.43292,74.418182,14.502541,1149.99,17.58,10624.69,90.54,1.5201
2010/03/15,22.448248,74.354199,14.093145,1150.51,18,10642.15,90.48,1.505
2010/03/16,22.509562,74.842797,14.143694,1159.46,17.69,10685.98,90.25,1.525
2010/03/17,22.708829,74.313482,14.152702,1166.21,16.91,10733.67,90.32,1.5316
2010/03/18,22.693501,74.674114,14.173723,1165.83,16.62,10779.17,90.34,1.5241
2010/03/19,22.678173,74.284399,14.013568,1159.9,16.97,10741.98,90.53,1.501
2010/03/22,22.685837,74.441449,13.951007,1165.81,16.87,10785.89,90.07,1.5107
2010/03/23,22.900432,75.249963,13.738301,1174.17,16.35,10888.83,90.45,1.5034
2010/03/24,22.724157,74.761364,13.946753,1167.72,17.55,10836.15,92.16,1.4879
2010/03/25,23.000066,75.174346,14.085637,1165.73,18.4,10841.21,92.67,1.4819
2010/03/26,22.731821,75.185979,14.080883,1166.59,17.77,10850.36,92.5,1.4895
2010/03/29,22.678173,74.796264,14.074877,1173.22,17.59,10895.86,92.54,1.4978
2010/03/30,22.816127,74.900964,14.18148,1173.27,17.13,10907.42,92.77,1.507
2010/03/31,22.446332,74.598498,14.19174,1169.43,17.59,10856.63,93.45,1.5176
2010/04/01,22.348615,74.598498,14.233781,1178.1,17.47,10927.07,93.86,1.5293
2010/04/02,22.348615,74.598498,14.233781,1178.1,17.47,10927.07,94.57,1.5202
2010/04/06,22.471241,74.99403,14.219267,1189.44,16.23,10969.99,93.76,1.5262
2010/04/07,22.494233,74.732281,14.102153,1182.45,16.62,10897.52,93.25,1.5234
2010/04/08,22.931089,74.226233,14.200999,1186.44,16.48,10927.07,93.38,1.5277
2010/04/09,23.252983,74.895147,14.169218,1194.37,16.14,10997.35,93.16,1.5369
2010/04/12,23.237654,74.662481,14.332126,1196.48,15.58,11005.97,93.2,1.5356
2010/04/13,23.337288,75.052197,14.683466,1197.3,16.2,11019.42,93.2,1.5379
2010/04/14,23.620861,76.343492,14.73927,1210.65,15.59,11123.11,93.25,1.5466
2010/04/15,23.659182,76.134093,14.896923,1211.67,15.89,11144.57,93.06,1.5469
2010/04/16,23.505899,75.98286,13.766954,1192.13,18.36,11018.66,92.15,1.536
2010/04/19,23.788706,76.913524,13.765828,1197.52,17.34,11092.05,92.43,1.5336
2010/04/20,24.034724,75.436095,13.889447,1207.17,15.73,11117.06,93.2,1.538
2010/04/21,24.013265,75.02893,13.870929,1205.94,16.32,11124.92,93.16,1.5409
2010/04/22,24.057717,75.110363,13.689754,1208.67,16.47,11134.29,93.44,1.5387
2010/04/23,23.728159,75.610595,13.637954,1217.28,16.62,11204.28,93.95,1.5375
2010/04/26,23.843121,76.041027,13.30388,1212.05,17.47,11205.03,94.02,1.5453
2010/04/27,23.640021,74.930047,13.239318,1183.71,22.81,10991.99,93.09,1.5246
2010/04/28,23.689838,75.674578,13.242571,1191.36,21.08,11045.27,94.14,1.5201
2010/04/29,23.761115,75.883977,13.312889,1206.78,18.44,11167.32,94.1,1.5336
2010/04/30,23.402433,75.034747,13.155111,1186.69,22.05,11008.61,93.84,1.5266
2010/05/04,23.092036,74.522882,12.671518,1173.6,23.84,10926.77,94.66,1.5134
2010/05/05,22.87744,74.138983,12.75635,1165.9,24.91,10868.12,93.96,1.5102
2010/05/06,22.21066,72.449352,12.478832,1128.15,32.8,10520.32,90.85,1.4775
2010/05/07,21.620522,71.385296,12.340448,1110.88,40.95,10380.43,91.58,1.48
2010/05/10,22.180004,73.823271,13.053888,1159.73,28.84,10785.14,93.34,1.4855
2010/05/11,22.134019,74.185751,12.738583,1155.79,28.32,10748.26,92.65,1.4927
2010/05/12,22.56321,77.570853,12.646994,1171.67,25.52,10896.91,93.24,1.4825
2010/05/13,22.409928,76.869277,12.784377,1157.44,26.68,10782.95,92.67,1.4595
2010/05/14,22.17234,76.69973,12.700546,1135.68,31.24,10620.16,92.46,1.4532
2010/05/17,22.180004,76.261245,12.711557,1136.94,30.84,10625.83,92.6,1.4486
2010/05/18,22.016407,75.974769,12.471324,1120.8,33.55,10510.95,92.04,1.4282
2010/05/19,21.741178,75.337504,12.372729,1115.05,35.32,10444.37,91.79,1.4452
2010/05/20,20.871223,72.379195,11.886758,1071.59,45.79,10068.01,89.2,1.4352
2010/05/21,20.663357,73.326322,11.812687,1087.69,40.1,10193.39,89.96,1.4454
2010/05/24,20.22453,72.759215,11.94056,1073.65,38.32,10066.57,90.27,1.4405
2010/05/25,20.070556,72.80014,11.938308,1074.03,34.61,10043.75,90.3,1.4432
2010/05/26,19.254492,72.045946,11.89827,1067.95,35.02,9974.45,89.94,1.4374
2010/05/27,20.016665,73.893428,12.273383,1103.06,29.68,10258.99,90.95,1.4564
2010/05/28,19.862691,73.232778,12.152516,1089.41,32.07,10136.63,91.04,1.4456
2010/05/31,19.862691,73.232778,12.152516,1089.41,32.07,10136.63,91.17,1.4535
2010/06/01,19.931979,72.694904,12.070937,1070.71,35.54,10024.02,90.99,1.4641
2010/06/02,20.370806,74.489767,12.346203,1098.38,30.17,10249.54,92.24,1.4651
2010/06/03,20.678755,74.811323,12.65225,1102.83,29.46,10255.28,92.57,1.4618
2010/06/04,19.854992,73.244471,12.480083,1064.88,35.48,9931.97,91.84,1.4452
2010/06/07,19.470056,72.572128,12.149763,1050.47,36.57,9816.49,91.46,1.4468
2010/06/08,19.331479,72.332423,12.131245,1062,33.7,9939.98,91.52,1.4451
2010/06/09,19.08512,72.437659,11.861984,1055.69,33.73,9899.25,91.31,1.4536
2010/06/10,19.246793,74.647622,12.187049,1086.84,30.57,10172.53,91.25,1.4702
2010/06/11,19.754909,75.097799,12.224335,1091.6,28.79,10211.07,91.62,1.4548
2010/06/17,20.301518,76.576954,12.514116,1116.04,25.05,10434.17,90.89,1.4812
2010/06/18,20.355409,76.091698,12.512865,1117.51,23.95,10450.64,90.68,1.482
2010/06/21,19.978171,76.384021,12.225837,1113.2,24.88,10442.41,91.01,1.476
2010/06/22,19.839595,75.594749,12.168031,1095.31,27.05,10293.52,90.49,1.4803
2010/06/23,19.483914,76.068312,12.062929,1092.04,26.91,10298.44,89.93,1.4956
2010/06/24,19.246793,74.945791,11.889011,1073.69,29.74,10152.8,89.58,1.4922
2010/06/25,18.886878,74.32022,11.828452,1076.76,28.53,10143.81,89.22,1.5055
2010/06/28,18.715582,75.407662,11.813437,1074.57,29,10138.52,89.35,1.5096
2010/06/29,17.94571,73.133388,11.367506,1041.24,34.13,9870.3,88.5,1.5059
2010/06/30,17.714749,72.192108,11.13453,1030.71,34.54,9774.02,88.39,1.4938
2010/07/01,17.830229,71.66008,10.997898,1027.37,32.86,9732.53,87.75,1.5166
2010/07/02,17.914915,71.244981,10.924327,1022.58,30.12,9686.48,87.74,1.5199
2010/07/05,17.914915,71.244981,10.924327,1022.58,30.12,9686.48,87.75,1.5131
2010/07/06,18.338345,72.180415,10.912315,1028.06,29.65,9743.62,87.54,1.5146
2010/07/07,18.707883,74.250062,11.265907,1060.27,26.84,10018.28,87.75,1.5179
2010/07/08,18.792184,74.817169,11.425061,1070.25,25.71,10138.99,88.33,1.5137
2010/07/09,18.684787,74.811323,11.698576,1077.96,24.98,10198.03,88.59,1.5058
2010/07/12,19.115915,75.226422,11.907278,1078.75,24.43,10216.27,88.63,1.5025
2010/07/13,19.346877,76.284631,12.241852,1095.34,24.56,10363.02,88.68,1.5181
2010/07/14,19.585537,76.424946,12.295304,1095.17,24.89,10366.72,88.4,1.5264
2010/07/15,19.639428,76.424946,12.362469,1096.48,25.14,10359.31,87.37,1.5446
2010/07/16,19.162107,74.852248,11.50126,1064.88,26.25,10097.9,86.56,1.5297
2010/07/19,19.423864,75.881225,11.665794,1071.25,25.97,10154.43,86.76,1.523
2010/07/20,19.616332,73.986972,12.051418,1083.48,23.93,10229.96,87.44,1.5276
2010/07/21,19.339178,73.238625,11.949069,1069.59,25.64,10120.53,86.93,1.5167
2010/07/22,19.893486,74.524846,12.131996,1093.67,24.63,10322.3,87.02,1.5256
2010/07/23,19.870389,75.056874,12.263373,1102.66,23.47,10424.62,87.45,1.5417
2010/07/26,20.093652,75.074414,12.236097,1115.01,22.73,10525.43,86.95,1.5482
2010/07/27,20.139845,75.203036,12.327685,1113.84,23.19,10537.69,87.86,1.5594
2010/07/28,19.978171,75.086106,12.120485,1106.13,24.25,10497.88,87.35,1.5588
2010/07/29,20.039761,74.846402,12.1365,1101.53,24.13,10467.16,86.9,1.5612
2010/07/30,19.870389,75.068567,12.132997,1101.6,23.5,10465.94,86.44,1.5689
2010/08/02,20.270723,76.448332,12.272132,1125.86,22.01,10674.38,86.41,1.5887
2010/08/03,20.139845,76.22032,12.257617,1120.46,22.63,10636.38,85.81,1.5946
2010/08/04,19.8088,76.746502,12.670267,1127.24,22.21,10680.43,86.32,1.5885
2010/08/05,19.531646,77.073903,12.71481,1125.81,22.1,10674.98,85.85,1.5888
2010/08/06,19.670223,76.462858,12.517619,1121.64,21.74,10653.56,85.5,1.5941
2010/08/09,19.716415,77.555688,12.645993,1127.79,22.14,10698.75,85.91,1.59
2010/08/10,19.300684,77.461681,12.604954,1121.06,22.37,10644.25,85.32,1.5847
2010/08/11,19.139011,76.28072,12.305414,1089.47,25.39,10378.83,85.28,1.5646
2010/08/12,18.854159,75.381779,12.31217,1083.61,25.73,10319.95,85.87,1.5575
2010/08/13,18.78487,75.129135,12.170533,1079.25,26.24,10303.15,86.18,1.5592
2010/08/16,18.861857,75.070381,12.151515,1079.38,26.1,10302.01,85.33,1.5653
2010/08/17,19.12501,75.46991,12.274884,1092.54,24.33,10405.85,85.56,1.5575
2010/08/18,19.210148,76.02367,12.065431,1094.16,24.59,10415.54,85.39,1.5595
2010/08/19,18.916036,75.734305,11.710588,1075.63,26.44,10271.21,85.28,1.559
2010/08/20,18.7535,74.911744,11.561694,1071.69,25.49,10213.62,85.61,1.5534
2010/08/23,18.792199,74.306575,11.612993,1067.36,25.66,10174.41,85.1,1.5494
2010/08/24,18.606445,73.384132,11.295686,1051.87,27.46,10040.45,84.15,1.5404
2010/08/25,18.652883,73.601523,11.376514,1055.33,26.7,10060.06,84.6,1.5473
2010/08/26,18.436169,72.138541,11.285426,1047.22,27.37,9985.81,84.46,1.5523
2010/08/27,18.521307,73.28425,11.481866,1064.59,24.45,10150.65,85.16,1.5527
2010/08/30,18.296853,72.502818,11.328218,1048.92,27.21,10009.73,84.55,1.5462
2010/08/31,18.161407,72.344181,11.261403,1049.33,26.05,10014.72,84.17,1.5349
2010/09/01,18.498088,73.895295,11.519528,1080.29,23.89,10269.47,84.44,1.545
2010/09/02,18.529047,73.466388,11.590722,1090.1,23.19,10320.1,84.29,1.5392
2010/09/03,18.799939,74.958748,11.768894,1104.51,21.31,10447.93,84.3,1.5449
2010/09/06,18.799939,74.958748,11.768894,1104.51,21.31,10447.93,84.14,1.5391
2010/09/07,18.544526,74.001052,11.621251,1091.84,23.8,10340.69,83.77,1.5353
2010/09/08,18.521307,74.077433,11.775901,1098.87,23.25,10387.01,83.86,1.5473
2010/09/09,18.583225,74.241945,11.916037,1104.18,22.81,10415.24,83.83,1.543
2010/09/10,18.459389,75.19964,11.915036,1109.55,21.99,10462.77,84.16,1.5348
2010/09/13,19.434602,76.15146,12.068434,1121.9,21.21,10544.13,83.72,1.5423
2010/09/14,19.372683,75.704927,12.02239,1121.1,21.56,10526.49,83.01,1.5529
2010/09/15,19.438472,76.045702,12.027645,1125.07,22.1,10572.73,85.74,1.5629
2010/09/16,19.604877,76.186713,12.038155,1124.66,21.72,10594.83,85.84,1.5626
2010/09/17,19.519739,76.492235,12.265625,1125.59,22.01,10607.85,85.84,1.5629
2010/09/20,19.682275,77.432304,12.719314,1142.71,21.5,10753.62,85.69,1.5539
2010/09/21,19.465561,77.543937,12.84894,1139.78,22.35,10761.03,85.15,1.5604
2010/09/27,19.142425,79.112677,13.273101,1142.16,22.54,10812.04,84.29,1.5806
2010/09/28,19.099856,79.253688,13.192022,1147.7,22.6,10858.14,83.82,1.5804
2010/09/29,18.962475,79.600338,13.205035,1144.73,23.25,10835.28,83.71,1.5792
2010/09/30,18.954735,78.81303,13.157489,1141.2,23.7,10788.05,83.49,1.5709
2010/10/08,19.016653,81.580358,13.421745,1165.15,20.71,11006.48,81.91,1.5963
2010/10/11,19.032133,82.056268,13.484055,1165.32,18.96,11010.34,82.07,1.5885
2010/10/12,19.217888,82.167901,13.547867,1169.77,18.93,11020.4,81.82,1.5804
2010/10/13,19.612617,82.473424,13.595663,1178.1,19.07,11096.08,81.79,1.5891
2010/10/14,19.527479,83.137348,13.536355,1173.81,19.88,11094.57,81.43,1.6007
2010/10/15,19.767412,82.878829,15.050822,1176.19,19.03,11062.78,81.44,1.599
2010/10/18,19.984126,83.91878,15.457716,1184.71,19.09,11143.69,81.26,1.5891
2010/10/19,19.426862,81.098573,15.210476,1165.9,20.63,10978.62,81.6,1.5705
2010/10/20,19.589397,81.709618,15.21423,1178.17,19.79,11107.97,81.14,1.5837
2010/10/21,19.674535,82.156151,15.314577,1180.26,19.27,11146.57,81.29,1.571
2010/10/22,19.641641,82.062144,15.32809,1183.08,18.78,11132.56,81.37,1.5683
2010/10/25,19.49652,82.162026,15.427436,1185.62,19.85,11164.05,80.78,1.5726
2010/10/26,20.046045,82.649687,15.479987,1185.64,20.22,11169.46,81.4,1.5844
2010/10/27,20.162141,83.09622,15.426686,1182.45,20.71,11126.28,81.72,1.5778
2010/10/28,20.340157,82.784822,15.479487,1183.78,20.88,11113.95,81.01,1.5938
2010/10/29,20.638138,84.371188,15.357369,1183.26,21.2,11118.49,80.31,1.6037
2010/11/01,20.858722,84.206676,15.3899,1184.38,21.83,11124.62,80.48,1.6039
2010/11/02,21.199273,84.512198,15.404915,1193.57,21.57,11188.72,80.67,1.6035
2010/11/03,20.92064,84.706088,15.519526,1197.96,19.56,11215.13,81.15,1.6098
2010/11/04,21.005778,86.24545,15.621875,1221.06,18.52,11434.84,80.69,1.627
2010/11/05,20.781324,86.321831,15.642144,1225.85,18.26,11444.08,81.26,1.618
2010/11/08,20.750365,86.433958,15.684435,1223.25,18.29,11406.84,81.17,1.6139
2010/11/09,20.858722,86.245109,15.635638,1213.4,19.08,11346.75,81.67,1.5983
2010/11/10,20.850982,86.487072,15.587091,1218.71,18.47,11357.04,82.26,1.6119
2010/11/11,20.649748,85.826099,15.444703,1213.54,18.64,11283.1,82.46,1.6119
2010/11/12,20.332417,84.828739,15.096866,1199.21,20.61,11192.58,82.52,1.6116
2010/11/15,20.278238,84.769724,14.901177,1197.75,20.2,11201.97,83.1,1.6048
2010/11/16,20.09913,83.943508,14.607142,1178.34,22.58,11023.5,83.31,1.5884
2010/11/17,19.912234,83.772363,14.602888,1178.59,21.76,11007.88,83.18,1.5903
2010/11/18,20.120545,85.194634,14.928453,1196.69,18.75,11181.23,83.48,1.6039
2010/11/19,20.005682,85.601841,14.785064,1199.73,18.04,11203.55,83.52,1.5975
2010/11/22,20.036831,85.802493,14.794824,1197.84,18.37,11178.58,83.32,1.5955
2010/11/23,19.561803,84.498253,14.589375,1180.73,20.63,11036.37,83.13,1.5774
2010/11/24,19.756487,86.050358,14.888665,1198.35,19.56,11187.28,83.53,1.5768
2010/11/25,19.756487,86.050358,14.888665,1198.35,19.56,11187.28,83.59,1.5759
2010/11/26,19.733125,84.923164,14.764294,1189.4,22.22,11092,84.1,1.5587
2010/11/29,19.709763,84.327108,14.566853,1187.76,21.53,11052.49,84.24,1.5571
2010/11/30,19.668879,83.483188,13.906214,1180.55,23.54,11006.02,83.63,1.5562
2010/12/01,20.278239,85.224142,14.122423,1206.07,21.36,11255.78,84.18,1.5619
2010/12/02,20.940163,85.678561,14.309354,1221.53,19.39,11362.41,83.81,1.5596
2010/12/03,21.041398,85.796591,14.338882,1224.71,18.01,11382.09,82.52,1.577
2010/12/06,20.901226,85.566431,14.473012,1223.12,18.02,11362.19,82.63,1.5715
2010/12/07,20.924588,84.993982,14.692725,1223.75,17.99,11359.16,83.49,1.5756
2010/12/08,21.204933,85.56053,14.777807,1228.28,17.74,11372.48,84.05,1.5801
2010/12/09,21.088122,85.159225,14.801831,1233,17.25,11370.06,83.71,1.5766
2010/12/10,21.290593,85.466105,14.819598,1240.4,17.61,11410.32,83.93,1.5801
2010/12/13,21.216614,85.147422,14.879906,1240.46,17.55,11428.56,83.39,1.586
2010/12/14,21.508639,86.056259,14.887163,1241.59,17.61,11476.54,83.65,1.5775
2010/12/15,21.687748,85.40709,14.771802,1235.23,17.94,11457.47,84.25,1.5542
2010/12/16,21.794824,85.306764,14.807086,1242.87,17.39,11499.25,83.89,1.563
2010/12/17,21.728631,85.572333,14.784314,1243.91,16.11,11491.91,83.99,1.5534
2010/12/20,21.656598,85.283157,14.890917,1247.08,16.41,11478.13,83.77,1.551
2010/12/21,21.859069,86.009047,15.091361,1254.6,16.49,11533.16,83.73,1.5468
2010/12/22,21.950571,86.132979,15.15192,1258.84,15.45,11559.49,83.54,1.5384
2010/12/23,22.038178,86.09757,15.120389,1256.77,16.47,11573.49,82.91,1.5425
2010/12/24,22.038178,86.09757,15.120389,1256.77,16.47,11573.49,82.87,1.5441
2010/12/27,21.859069,85.772985,15.074094,1257.54,17.67,11555.03,82.78,1.542
2010/12/28,21.812345,85.991342,14.98751,1258.51,17.52,11575.54,82.38,1.5366
2010/12/29,21.781196,86.469367,15.039561,1259.78,17.28,11585.38,81.61,1.5498
2010/12/30,21.687748,86.55789,14.986009,1257.88,17.52,11569.71,81.5,1.5423
2010/12/31,21.734472,86.611004,14.863641,1257.64,17.75,11577.51,81.1,1.5605
2011/01/04,21.872697,87.13034,15.067588,1270.2,17.38,11691.18,82.05,1.5585
2011/01/05,21.804558,86.782149,15.241506,1276.56,17.02,11722.89,83.25,1.5513
2011/01/06,22.44312,87.732297,15.352364,1273.85,17.4,11697.31,83.33,1.5467
2011/01/07,22.271798,87.301484,15.425935,1271.5,17.14,11674.76,83.12,1.5544
2011/01/10,21.975879,87.13034,15.370131,1269.75,17.54,11637.45,82.7,1.557
2011/01/11,21.890219,86.917884,15.415175,1274.48,16.89,11671.88,83.24,1.5597
2011/01/12,22.232862,87.991964,15.436695,1285.96,16.24,11755.44,82.97,1.5766
2011/01/13,21.952517,87.826721,15.432191,1283.76,16.39,11731.9,82.81,1.5835
2011/01/14,22.038178,88.523103,15.619622,1293.24,15.46,11787.38,82.84,1.5865
2011/01/17,22.038178,88.523103,15.619622,1293.24,15.46,11787.38,82.66,1.5887
2011/01/18,22.318523,88.906703,16.006247,1295.02,15.87,11837.93,82.61,1.5958
2011/01/19,22.170563,91.881079,15.809056,1281.92,17.31,11825.29,82,1.5994
2011/01/20,22.079062,91.945996,15.684435,1280.26,17.99,11822.8,82.98,1.5895
2011/01/21,21.820133,91.76895,15.310573,1283.35,18.47,11871.84,82.53,1.5997
2011/01/24,22.100477,94.206286,15.291805,1290.84,17.65,11980.52,82.51,1.5987
2011/01/25,22.154988,95.274465,15.512769,1291.18,17.59,11977.19,82.25,1.5816
2011/01/26,22.411971,95.038403,15.427436,1296.63,16.64,11985.44,82.16,1.593
2011/01/27,22.482057,95.056108,15.434693,1299.54,16.15,11989.83,82.91,1.5925
2011/01/28,21.610653,93.958422,15.039311,1276.34,20.04,11823.7,82.11,1.5857
2011/01/31,21.590406,95.604951,15.023545,1286.12,19.53,11891.93,82.02,1.6013
2011/02/01,21.798717,96.525592,15.290804,1307.59,17.63,12040.16,81.35,1.6143
2011/02/09,21.781196,97.553584,15.427436,1320.88,15.87,12239.89,82.33,1.6104
2011/02/10,21.415191,97.221789,15.425935,1321.87,16.09,12229.29,83.22,1.6096
2011/02/11,21.220507,97.079592,15.62763,1329.15,15.69,12273.26,83.4,1.6007
2011/02/14,21.204933,96.706322,15.718969,1332.32,15.95,12268.19,83.32,1.6036
2011/02/15,21.118765,96.481176,15.618872,1328.01,16.37,12226.64,83.76,1.6123
2011/02/16,21.165765,96.812971,15.620623,1336.32,16.72,12288.17,83.68,1.6095
2011/02/17,21.314599,97.310663,15.646649,1340.43,16.59,12318.14,83.3,1.617
2011/02/18,21.197099,97.666157,15.767265,1343.01,16.43,12391.25,83.18,1.6248
2011/02/21,21.197099,97.666157,15.767265,1343.01,16.43,12391.25,83.13,1.6223
2011/02/22,20.82893,95.953859,15.270034,1315.44,20.8,12212.79,82.79,1.6136
2011/02/23,20.82893,94.905151,15.297811,1307.4,22.13,12105.78,82.49,1.621
2011/02/24,20.969931,95.25472,15.23525,1306.1,21.32,12068.5,81.88,1.6135
2011/02/25,20.797597,96.149381,15.26578,1319.88,19.22,12130.45,81.68,1.6115
2011/02/28,20.821097,95.912385,15.349861,1327.22,18.35,12226.34,81.78,1.6255
2011/03/01,20.492095,94.780728,15.033555,1306.33,21.01,12058.02,81.85,1.6261
2011/03/02,20.42747,94.893301,15.034306,1308.44,20.7,12066.8,81.84,1.6325
2011/03/03,20.523429,96.86037,15.253768,1330.97,18.6,12258.2,82.43,1.6276
2011/03/04,20.329553,95.88276,15.030052,1321.15,19.06,12169.88,82.32,1.6268
2011/03/07,20.147427,94.757028,14.805835,1310.13,20.66,12090.03,82.23,1.62
2011/03/08,20.296261,96.149381,14.8221,1321.82,19.82,12214.38,82.66,1.616
2011/03/09,20.280594,98.270498,14.808587,1320.02,20.22,12213.09,82.74,1.62
2011/03/10,19.904593,95.995334,14.521559,1295.11,21.88,11984.61,82.98,1.6055
2011/03/11,20.116093,96.238255,14.431722,1304.28,20.08,12044.4,81.84,1.608
2011/03/14,20.123927,95.622065,14.26356,1296.39,21.13,11993.16,81.67,1.6169
2011/03/15,19.888926,94.217862,14.252799,1281.87,24.32,11855.42,80.75,1.6076
2011/03/16,19.418924,90.651068,13.940997,1256.88,29.4,11613.3,77.47,1.5989
2011/03/17,19.41109,91.350207,14.0476,1273.72,26.37,11774.59,79.11,1.6141
2011/03/18,19.426757,92.363366,14.040093,1279.2,24.44,11858.52,80.59,1.623
2011/03/21,19.841926,93.423924,14.426467,1298.38,20.61,12036.53,81.11,1.6301
2011/03/22,19.814509,93.613521,14.446987,1293.77,20.21,12018.63,80.98,1.637
2011/03/23,20.006426,94.520032,14.568104,1297.54,19.17,12086.02,80.94,1.6242
2011/03/24,20.217927,94.822202,14.686469,1309.66,18,12170.56,80.99,1.6118
2011/03/25,20.069093,96.090132,14.507546,1313.8,17.91,12220.59,81.34,1.6041
2011/03/28,19.904593,95.610215,14.39794,1310.19,19.44,12197.88,81.72,1.599
2011/03/29,19.967259,96.504876,14.557344,1319.44,18.16,12279.01,82.46,1.6003
2011/03/30,20.06126,96.931469,14.560097,1328.26,17.71,12350.61,82.91,1.6075
2011/03/31,19.888926,96.617449,14.683216,1325.83,17.74,12319.73,83.14,1.6039
2011/04/01,19.959426,97.328438,14.809338,1332.41,17.4,12376.72,84.06,1.6108
2011/04/06,20.484262,97.192165,14.368411,1335.54,16.9,12426.75,85.4,1.6327
2011/04/07,20.523429,97.393612,14.514052,1333.51,17.11,12409.49,85.03,1.6318
2011/04/08,20.421595,97.19809,14.468007,1328.17,17.87,12380.05,84.75,1.638
2011/04/11,20.351095,97.138841,14.448238,1324.46,16.59,12381.11,84.63,1.6344
2011/04/12,20.08476,96.724097,14.279075,1314.16,17.09,12263.58,83.56,1.6256
2011/04/13,20.076927,97.138841,14.420962,1314.41,16.92,12270.99,83.92,1.6265
2011/04/14,19.912426,97.743181,14.476766,1314.52,16.27,12285.15,83.49,1.6349
2011/04/15,19.873259,98.477869,13.280358,1319.68,15.32,12341.83,83.09,1.6317
2011/04/18,19.646091,98.317897,13.183764,1305.14,16.96,12201.59,82.48,1.6269
