DateTime,GOOGL,IBM,USDJPY,GBPUSD,SPX,VIX,DJI,MSFT_5DT,MSFT_15DT,MSFT_30DT,MSFT_60DT
2010-04-06,0.010206440840946573,0.0026405731590637416,0.01309734234984905,0.018783621040266096,0.013730502759147889,-0.08046917722296687,0.0067804621369198514,-0.009166606192579252,0.0010237428127535253,0.020328008193927438,-0.049437806812830054
2010-04-13,0.03212422293078898,0.000775321100394244,-0.005990604137156907,0.007636863590345044,0.006586413613910658,-0.0018501392881615786,0.004495808051036221,0.03781611086781034,0.02831161567146312,0.04810073947946725,0.010594162983372346
2010-04-20,-0.055592755701822316,0.005102042526539563,0.0,6.502161971144726e-05,0.008209755527420093,-0.029441525168151905,0.008821694615697595,0.029447193291948448,0.058096697967179534,0.09107805073690178,0.02073764294088365
2010-04-27,-0.047938304550597444,-0.006730902366871128,-0.001180954563147374,-0.008750790511415918,-0.01962520323954653,0.3716293192261104,-0.011314039649397145,-0.016558537164026443,0.05070476699573234,0.05172850980848587,0.055370070709610086
2010-05-05,-0.03716185176837472,-0.010613491291231902,0.009302392662313252,-0.009489988184848197,-0.015160253071425878,0.08807029297779234,-0.011333092633899255,-0.032789808722608615,-0.01990115259468661,0.008410463076776509,0.05410894203775074
2010-05-12,-0.008609628362838517,0.045250270624698885,-0.007692345623155461,-0.01851224049744471,0.004936760583576394,0.024193129202500163,0.002645529713614536,-0.013830568397734666,-0.06317891428436972,-0.005082216317190191,0.06486540157630749
2010-05-19,-0.021924782014642652,-0.029213679058021746,-0.015673454936556475,-0.025482131598395297,-0.04953083458469543,0.32498691725916995,-0.042416185557938135,-0.03711263768440176,-0.08373301480474504,-0.0330282478090127,-0.012700239615085263
2010-05-26,-0.0391017650644776,-0.04467401752266653,-0.02036057788843859,-0.0054117942391428975,-0.0431583239933131,-0.008530048878053087,-0.04603625383763976,-0.12146368189651513,-0.17240688797865156,-0.19230804057333817,-0.14420730109387092
2010-06-02,0.03695555501122394,0.03335770586575393,0.025251094618242043,0.019087573472925112,0.028095444040188156,-0.14907127368673612,0.027206003117417055,0.05635841328695168,-0.10221790629396521,-0.16539682057833494,-0.07431876984143315
2010-06-09,-0.04000990183844566,-0.027935444153410316,-0.010133565332554717,-0.007880261425305957,-0.03964178542220509,0.11153959590258866,-0.03477382983354893,-0.06519382361017545,-0.1302990922197389,-0.21403210702448394,-0.16230359721599807
2010-06-21,0.030212834704323566,0.05304720898982129,-0.0032909200389843463,0.015292488078456346,0.053044169088939164,-0.30432338120257985,0.0534164020312069,0.04573125365079145,0.03689584332756768,-0.13551104465108388,-0.12710058157430737
2010-06-28,-0.034313886849596464,-0.012864637194785367,-0.018408148983827033,0.02250898889392272,-0.03531816911131269,0.15323156211549538,-0.029533367823404433,-0.06528378856613282,-0.08474635852551682,-0.18696426481948203,-0.19204648113667222
2010-07-05,-0.07824547517178138,-0.05678451332594747,-0.018069379259461726,0.0023158114031845423,-0.04959173607522338,0.03789357294521878,-0.04561093208937095,-0.04372283280429645,-0.06327536771963782,-0.19357445993937672,-0.22660270774838942
2010-07-12,0.0861576725536164,0.054378151065238356,0.009978538404331161,-0.007030139048162409,0.053474117932437615,-0.20937751766204382,0.05325044869830187,0.06488762805083947,-0.044118993319589794,-0.007223149992022115,-0.19953119056536028
2010-07-19,-0.020488839783491475,0.008666763220367635,-0.021324714791632893,0.01355168648579913,-0.006976772485647764,0.06113014040500797,-0.006071484039997799,0.015981179036035797,0.03714597428257882,-0.047600384242938,-0.21299720482127293
2010-07-26,0.04772938366085455,-0.010689480536815843,0.0021875548416181445,0.016410891875451306,0.04003718255187749,-0.1332563878102051,0.03588417036901426,0.033901531082456415,0.11477033816933169,0.051494970449693866,-0.16253713657479008
2010-08-02,0.0029406470755133363,0.01813530564410737,-0.0062298309469843716,0.0258231059553648,0.009683814580265349,-0.0321887423260816,0.014052243961922173,0.008773684015797478,0.05865639413428969,0.014537400814699897,-0.12097364383638398
2010-08-09,0.030009405341541395,0.014381119205851611,-0.00580317320334256,0.0008179444882994158,0.0017127774692804465,0.005889031742120299,0.0022804344109736974,-0.027726090787477897,0.014949124310775996,0.052095098593354816,-0.1348691662261272
2010-08-16,-0.039886552730292735,-0.032570146325964444,-0.006774144101471258,-0.015656517320100094,-0.043873163312833974,0.16454938704815714,-0.0377878903854576,-0.044309802803504716,-0.06326220957518514,0.05150812859414655,-0.14206633134523017
2010-08-23,-0.04532929588057666,-0.010226646429067898,-0.00269905696916517,-0.010209739696374953,-0.01119849223937397,-0.01700195514115732,-0.012463277438762077,-0.003699897799257279,-0.07573579139023989,-0.0170793972559502,-0.024302547247972317
2010-08-30,-0.024827776374208188,-0.024574010335284058,-0.006483960234739072,-0.002067451311427826,-0.017427246580807854,0.058651193607664354,-0.016318124453086114,-0.026712759066939373,-0.07472245966970137,-0.05977333535892537,-0.10737371960186337
2010-09-06,0.03816316802593844,0.03331250547871889,-0.004860997182214888,-0.004602477900466084,0.05164073430931815,-0.2444081066846291,0.04284625272839371,0.02712454730358438,-0.0032881095626122736,-0.06655031913779741,-0.015055348688103543
2010-09-13,0.02513333438478149,0.015786316293379343,-0.005004180584575302,0.0020769787436603626,0.015621878861203697,-0.004703677533934414,0.009165434306174447,0.033201460426572904,0.03361324866321791,-0.04212254272702198,-0.027585141912322086
2010-09-20,0.05252834211285107,0.016679806021629773,0.023258235103227776,0.00749309106311985,0.018378957766747916,0.013580166557025652,0.01967313510317581,0.012663398960123917,0.0729894066902812,-0.0017330529794201688,0.05036204561393465
2010-09-30,0.0338694765803198,0.01767428065960086,-0.026009268475117864,0.010880803713205489,-0.0013222939783217313,0.09742211300746861,0.003196597972006998,-0.03766471614599931,0.00820014324069751,0.004912033678085237,0.05642016227223179
2010-10-14,0.028387926658933527,0.0534156967882744,-0.02498310872686904,0.018792330046757844,0.028174528087498985,-0.1757608469126577,0.02801675939090309,0.029768884704773235,0.004767567518897842,0.03838081618211575,0.02130141892616555
2010-10-21,0.12342609104358804,-0.011872318403863602,-0.0017207477205589683,-0.018728674297030734,0.005479884744848285,-0.03116471880215288,0.0046760278249511344,0.007502506875551873,-0.0003933245656742024,0.072596082124607,0.012822746765681625
